leaked_bits,sigma,m,seed,epochs,cnn_test_bit_accuracy,cnn_test_prefix_accuracy,cnn_test_exact_prefixes,oracle_hnp_key_recovered,cnn_hnp_key_recovered,hnp_backend,oracle_hnp_runtime_seconds,cnn_hnp_runtime_seconds,oracle_hnp_error,cnn_hnp_error
10,0.2,40,1031,,0.9875,0.925,37,,True,fpylll,,0.0954953929995099,,
12,0.2,40,1031,,0.9895833333333334,0.925,37,,True,fpylll,,0.0954996569998911,,
14,0.2,40,1031,,0.9892857142857144,0.925,37,,True,fpylll,,0.1140674169982958,,
8,0.0,40,1032,,1.0,1.0,40,,False,fpylll,,0.1789660039994487,,
10,0.0,40,1032,,1.0,1.0,40,,True,fpylll,,0.1084932520006987,,
12,0.0,40,1032,,1.0,1.0,40,,True,fpylll,,0.1046695429995452,,
14,0.0,40,1032,,1.0,1.0,40,,True,fpylll,,0.0935999110006378,,
8,0.05,40,1032,,1.0,1.0,40,,False,fpylll,,0.0908445799996116,,
10,0.05,40,1032,,1.0,1.0,40,,True,fpylll,,0.0988669289999961,,
12,0.05,40,1032,,1.0,1.0,40,,True,fpylll,,0.0942474510011379,,
14,0.05,40,1032,,1.0,1.0,40,,True,fpylll,,0.0969443519988999,,
8,0.1,40,1032,,1.0,1.0,40,,False,fpylll,,0.0930657959997915,,
10,0.1,40,1032,,1.0,1.0,40,,True,fpylll,,0.1207709020000038,,
12,0.1,40,1032,,1.0,1.0,40,,True,fpylll,,0.1177875800003676,,
14,0.1,40,1032,,1.0,1.0,40,,True,fpylll,,0.1341446810001798,,
8,0.15,40,1032,,1.0,1.0,40,,False,fpylll,,0.220206899999539,,
10,0.15,40,1032,,1.0,1.0,40,,True,fpylll,,0.1634482099998422,,
12,0.15,40,1032,,1.0,1.0,40,,True,fpylll,,0.117315587000121,,
14,0.15,40,1032,,1.0,1.0,40,,True,fpylll,,0.093914949999089,,
8,0.2,40,1032,,1.0,1.0,40,,False,fpylll,,0.132477557999664,,
10,0.2,40,1032,,0.9975,0.975,39,,True,fpylll,,0.098067004000768,,
12,0.2,40,1032,,0.9979166666666668,0.975,39,,True,fpylll,,0.0959316440003021,,
14,0.2,40,1032,,0.9964285714285714,0.975,39,,True,fpylll,,0.098098023001512,,
8,0.0,40,1033,,1.0,1.0,40,,False,fpylll,,0.0976793999998335,,
10,0.0,40,1033,,1.0,1.0,40,,True,fpylll,,0.0948479449998558,,
12,0.0,40,1033,,1.0,1.0,40,,True,fpylll,,0.0914041840005666,,
14,0.0,40,1033,,1.0,1.0,40,,True,fpylll,,0.0978825419988425,,
8,0.05,40,1033,,1.0,1.0,40,,False,fpylll,,0.1676241099994513,,
10,0.05,40,1033,,1.0,1.0,40,,True,fpylll,,0.1002122360005159,,
12,0.05,40,1033,,1.0,1.0,40,,True,fpylll,,0.097546973000135,,
14,0.05,40,1033,,1.0,1.0,40,,True,fpylll,,0.0975393919998168,,
8,0.1,40,1033,,1.0,1.0,40,,False,fpylll,,0.0919290660003753,,
10,0.1,40,1033,,1.0,1.0,40,,True,fpylll,,0.097038464000434,,
12,0.1,40,1033,,1.0,1.0,40,,True,fpylll,,0.0920818790000339,,
14,0.1,40,1033,,1.0,1.0,40,,True,fpylll,,0.0991911439996329,,
8,0.15,40,1033,,1.0,1.0,40,,False,fpylll,,0.0978117659997224,,
10,0.15,40,1033,,1.0,1.0,40,,True,fpylll,,0.1106992610002635,,
12,0.15,40,1033,,1.0,1.0,40,,True,fpylll,,0.0921080379994236,,
14,0.15,40,1033,,1.0,1.0,40,,True,fpylll,,0.1057485450000967,,
8,0.2,40,1033,,0.9875,0.95,38,,False,fpylll,,0.0914107030002924,,
10,0.2,40,1033,,0.99,0.95,38,,True,fpylll,,0.094716800000242,,
12,0.2,40,1033,,0.9916666666666668,0.95,38,,True,fpylll,,0.0920108509999408,,
14,0.2,40,1033,,0.9910714285714286,0.95,38,,True,fpylll,,0.097591141000521,,
8,0.0,40,1034,,1.0,1.0,40,,False,fpylll,,0.0966348410001955,,
10,0.0,40,1034,,1.0,1.0,40,,True,fpylll,,0.1321497029985039,,
12,0.0,40,1034,,1.0,1.0,40,,True,fpylll,,0.1011491619992739,,
14,0.0,40,1034,,1.0,1.0,40,,True,fpylll,,0.0908337260007101,,
8,0.05,40,1034,,1.0,1.0,40,,False,fpylll,,0.0924401680003939,,
10,0.05,40,1034,,1.0,1.0,40,,True,fpylll,,0.0979719820006721,,
12,0.05,40,1034,,1.0,1.0,40,,True,fpylll,,0.1055009280007652,,
14,0.05,40,1034,,1.0,1.0,40,,True,fpylll,,0.0915605919999507,,
8,0.1,40,1034,,1.0,1.0,40,,False,fpylll,,0.0914615500005311,,
10,0.1,40,1034,,1.0,1.0,40,,True,fpylll,,0.1044366269998136,,
12,0.1,40,1034,,1.0,1.0,40,,True,fpylll,,0.1137052650010446,,
14,0.1,40,1034,,1.0,1.0,40,,True,fpylll,,0.112259288000132,,
8,0.15,40,1034,,1.0,1.0,40,,False,fpylll,,0.1119225530001131,,
10,0.15,40,1034,,1.0,1.0,40,,True,fpylll,,0.096525594999548,,
12,0.15,40,1034,,1.0,1.0,40,,True,fpylll,,0.1163391440004488,,
14,0.15,40,1034,,1.0,1.0,40,,True,fpylll,,0.1407412119988293,,
8,0.2,40,1034,,0.984375,0.95,38,,False,fpylll,,0.0949018869996507,,
10,0.2,40,1034,,0.985,0.95,38,,True,fpylll,,0.1402748260006774,,
12,0.2,40,1034,,0.9875,0.95,38,,True,fpylll,,0.1639857269983622,,
14,0.2,40,1034,,0.9892857142857144,0.95,38,,True,fpylll,,0.1115854790004959,,
8,0.0,40,1035,,1.0,1.0,40,,False,fpylll,,0.1120646239996858,,
10,0.0,40,1035,,1.0,1.0,40,,True,fpylll,,0.179931230000875,,
12,0.0,40,1035,,1.0,1.0,40,,True,fpylll,,0.1337435909990745,,
14,0.0,40,1035,,1.0,1.0,40,,True,fpylll,,0.0992461480000201,,
8,0.05,40,1035,,1.0,1.0,40,,False,fpylll,,0.1026473870006157,,
10,0.05,40,1035,,1.0,1.0,40,,True,fpylll,,0.1160934679992351,,
12,0.05,40,1035,,1.0,1.0,40,,True,fpylll,,0.1905854310007271,,
14,0.05,40,1035,,1.0,1.0,40,,True,fpylll,,0.1167771559994435,,
8,0.1,40,1035,,1.0,1.0,40,,False,fpylll,,0.1146527670007344,,
10,0.1,40,1035,,1.0,1.0,40,,True,fpylll,,0.0940072489993326,,
12,0.1,40,1035,,1.0,1.0,40,,True,fpylll,,0.1003270719993452,,
14,0.1,40,1035,,1.0,1.0,40,,True,fpylll,,0.1190938419986196,,
8,0.15,40,1035,,1.0,1.0,40,,False,fpylll,,0.0935147630007122,,
10,0.15,40,1035,,1.0,1.0,40,,True,fpylll,,0.1179450110012112,,
12,0.15,40,1035,,1.0,1.0,40,,True,fpylll,,0.1145730179996462,,
14,0.15,40,1035,,1.0,1.0,40,,True,fpylll,,0.0975366639995627,,
8,0.2,40,1035,,0.996875,0.975,39,,False,fpylll,,0.1168121340015204,,
10,0.2,40,1035,,0.995,0.975,39,,True,fpylll,,0.0914799970014428,,
12,0.2,40,1035,,0.99375,0.95,38,,True,fpylll,,0.10615350199987,,
14,0.2,40,1035,,0.9928571428571428,0.95,38,,True,fpylll,,0.099574099000165,,
8,0.0,40,1036,,1.0,1.0,40,,False,fpylll,,0.3202645500005019,,
10,0.0,40,1036,,1.0,1.0,40,,True,fpylll,,0.0983074910000141,,
12,0.0,40,1036,,1.0,1.0,40,,True,fpylll,,0.1433881100001599,,
14,0.0,40,1036,,1.0,1.0,40,,True,fpylll,,0.0990424730007362,,
8,0.05,40,1036,,1.0,1.0,40,,False,fpylll,,0.1001297719994909,,
10,0.05,40,1036,,1.0,1.0,40,,True,fpylll,,0.1004542820010101,,
12,0.05,40,1036,,1.0,1.0,40,,True,fpylll,,0.1072766149991366,,
14,0.05,40,1036,,1.0,1.0,40,,True,fpylll,,0.0945319839993317,,
8,0.1,40,1036,,1.0,1.0,40,,False,fpylll,,0.0995710449988109,,
10,0.1,40,1036,,1.0,1.0,40,,True,fpylll,,0.0954372310006874,,
12,0.1,40,1036,,1.0,1.0,40,,True,fpylll,,0.1030729430003702,,
14,0.1,40,1036,,1.0,1.0,40,,True,fpylll,,0.0969544400013546,,
8,0.15,40,1036,,1.0,1.0,40,,False,fpylll,,0.098709666999639,,
10,0.15,40,1036,,1.0,1.0,40,,True,fpylll,,0.0991461239991622,,
12,0.15,40,1036,,1.0,1.0,40,,True,fpylll,,0.0930249810007808,,
14,0.15,40,1036,,0.9982142857142856,0.975,39,,True,fpylll,,0.0964245719987957,,
8,0.2,40,1036,,0.99375,0.975,39,,False,fpylll,,0.1052255260001402,,
10,0.2,40,1036,,0.995,0.975,39,,True,fpylll,,0.0976602959999581,,
12,0.2,40,1036,,0.99375,0.95,38,,True,fpylll,,0.0938836419991275,,
14,0.2,40,1036,,0.9928571428571428,0.925,37,,True,fpylll,,0.0970919230003346,,
8,0.0,40,1037,,1.0,1.0,40,,False,fpylll,,0.0992590120004024,,
10,0.0,40,1037,,1.0,1.0,40,,True,fpylll,,0.0975356889994145,,
12,0.0,40,1037,,1.0,1.0,40,,True,fpylll,,0.1006127199998445,,
14,0.0,40,1037,,1.0,1.0,40,,True,fpylll,,0.0986074279990134,,
8,0.05,40,1037,,1.0,1.0,40,,False,fpylll,,0.0941248950002773,,
10,0.05,40,1037,,1.0,1.0,40,,True,fpylll,,0.0994049599994468,,
12,0.05,40,1037,,1.0,1.0,40,,True,fpylll,,0.179551518000153,,
14,0.05,40,1037,,1.0,1.0,40,,True,fpylll,,0.0925852700001996,,
8,0.1,40,1037,,1.0,1.0,40,,False,fpylll,,0.1014572389995009,,
10,0.1,40,1037,,1.0,1.0,40,,True,fpylll,,0.0994579990001511,,
12,0.1,40,1037,,1.0,1.0,40,,True,fpylll,,0.0969991820002178,,
14,0.1,40,1037,,1.0,1.0,40,,True,fpylll,,0.0881001799989462,,
8,0.15,40,1037,,1.0,1.0,40,,False,fpylll,,0.0948131869990902,,
10,0.15,40,1037,,1.0,1.0,40,,True,fpylll,,0.0960496730003797,,
12,0.15,40,1037,,1.0,1.0,40,,True,fpylll,,0.0970608870011346,,
14,0.15,40,1037,,1.0,1.0,40,,True,fpylll,,0.0969288069991307,,
8,0.2,40,1037,,0.978125,0.9,36,,False,fpylll,,0.0995804459998908,,
10,0.2,40,1037,,0.98,0.9,36,,True,fpylll,,0.0908763560000807,,
12,0.2,40,1037,,0.9833333333333332,0.9,36,,True,fpylll,,0.0939802840002812,,
14,0.2,40,1037,,0.9857142857142858,0.9,36,,True,fpylll,,0.1024573590002546,,
8,0.0,40,1038,,1.0,1.0,40,,False,fpylll,,0.0882313580004847,,
10,0.0,40,1038,,1.0,1.0,40,,True,fpylll,,0.0904979780007124,,
12,0.0,40,1038,,1.0,1.0,40,,True,fpylll,,0.1004861709989199,,
14,0.0,40,1038,,1.0,1.0,40,,True,fpylll,,0.0937380909999774,,
8,0.05,40,1038,,1.0,1.0,40,,False,fpylll,,0.0967312960001436,,
10,0.05,40,1038,,1.0,1.0,40,,True,fpylll,,0.1063445769996178,,
12,0.05,40,1038,,1.0,1.0,40,,True,fpylll,,0.1002000870012125,,
14,0.05,40,1038,,1.0,1.0,40,,True,fpylll,,0.0918183180001506,,
8,0.1,40,1038,,1.0,1.0,40,,False,fpylll,,0.0894778149995545,,
10,0.1,40,1038,,1.0,1.0,40,,True,fpylll,,0.0910859779996826,,
12,0.1,40,1038,,1.0,1.0,40,,True,fpylll,,0.0918941559993982,,
14,0.1,40,1038,,1.0,1.0,40,,True,fpylll,,0.0916101540005911,,
8,0.15,40,1038,,1.0,1.0,40,,False,fpylll,,0.0889688930001284,,
10,0.15,40,1038,,1.0,1.0,40,,True,fpylll,,0.0962916669996047,,
12,0.15,40,1038,,1.0,1.0,40,,True,fpylll,,0.1128248509994591,,
14,0.15,40,1038,,1.0,1.0,40,,True,fpylll,,0.0924792059995525,,
8,0.2,40,1038,,0.99375,0.975,39,,False,fpylll,,0.090572097000404,,
10,0.2,40,1038,,0.9925,0.95,38,,True,fpylll,,0.0982721210002637,,
12,0.2,40,1038,,0.9916666666666668,0.95,38,,True,fpylll,,0.095415268000579,,
14,0.2,40,1038,,0.9928571428571428,0.95,38,,True,fpylll,,0.0997706970010767,,
8,0.0,40,1039,,1.0,1.0,40,,False,fpylll,,0.0910172700005205,,
10,0.0,40,1039,,1.0,1.0,40,,True,fpylll,,0.0987525660002575,,
12,0.0,40,1039,,1.0,1.0,40,,True,fpylll,,0.0924526350008818,,
14,0.0,40,1039,,1.0,1.0,40,,True,fpylll,,0.0925027419998514,,
8,0.05,40,1039,,1.0,1.0,40,,False,fpylll,,0.1024078230002487,,
10,0.05,40,1039,,1.0,1.0,40,,True,fpylll,,0.0922575659988069,,
12,0.05,40,1039,,1.0,1.0,40,,True,fpylll,,0.0978655880007863,,
14,0.05,40,1039,,1.0,1.0,40,,True,fpylll,,0.0983026859994424,,
8,0.1,40,1039,,1.0,1.0,40,,False,fpylll,,0.089302366000993,,
10,0.1,40,1039,,1.0,1.0,40,,True,fpylll,,0.1031885630000033,,
12,0.1,40,1039,,1.0,1.0,40,,True,fpylll,,0.0950282119993062,,
14,0.1,40,1039,,1.0,1.0,40,,True,fpylll,,0.0992480170007183,,
8,0.15,40,1039,,1.0,1.0,40,,False,fpylll,,0.1005563260005146,,
10,0.15,40,1039,,1.0,1.0,40,,True,fpylll,,0.0924187019991222,,
12,0.15,40,1039,,1.0,1.0,40,,True,fpylll,,0.0938286870004958,,
14,0.15,40,1039,,1.0,1.0,40,,True,fpylll,,0.0995184330004121,,
8,0.2,40,1039,,0.996875,0.975,39,,False,fpylll,,0.1059485229998244,,
10,0.2,40,1039,,0.995,0.95,38,,True,fpylll,,0.0986346050012798,,
12,0.2,40,1039,,0.9916666666666668,0.95,38,,True,fpylll,,0.0941020059999573,,
14,0.2,40,1039,,0.9928571428571428,0.95,38,,True,fpylll,,0.0971201520005706,,
8,0.0,40,1040,,1.0,1.0,40,,False,fpylll,,0.0897905829988303,,
10,0.0,40,1040,,1.0,1.0,40,,True,fpylll,,0.0984353429994371,,
12,0.0,40,1040,,1.0,1.0,40,,True,fpylll,,0.0983806909989652,,
14,0.0,40,1040,,1.0,1.0,40,,True,fpylll,,0.0966873460001807,,
8,0.05,40,1040,,1.0,1.0,40,,False,fpylll,,0.0960490880006545,,
10,0.05,40,1040,,1.0,1.0,40,,True,fpylll,,0.1004527779987256,,
12,0.05,40,1040,,1.0,1.0,40,,True,fpylll,,0.0953187220002291,,
14,0.05,40,1040,,1.0,1.0,40,,True,fpylll,,0.0946854409994557,,
8,0.1,40,1040,,1.0,1.0,40,,False,fpylll,,0.0980603909993078,,
10,0.1,40,1040,,1.0,1.0,40,,True,fpylll,,0.0928611799990903,,
12,0.1,40,1040,,1.0,1.0,40,,True,fpylll,,0.100587037999503,,
14,0.1,40,1040,,1.0,1.0,40,,True,fpylll,,0.1030258259997936,,
8,0.15,40,1040,,1.0,1.0,40,,False,fpylll,,0.0987962130002415,,
10,0.15,40,1040,,1.0,1.0,40,,True,fpylll,,0.1153601749992958,,
12,0.15,40,1040,,1.0,1.0,40,,True,fpylll,,0.1002604759996756,,
14,0.15,40,1040,,1.0,1.0,40,,True,fpylll,,0.0996382269986497,,
8,0.2,40,1040,,0.996875,0.975,39,,False,fpylll,,0.1073317820009833,,
10,0.2,40,1040,,0.995,0.975,39,,True,fpylll,,0.0987779990009585,,
12,0.2,40,1040,,0.9958333333333332,0.975,39,,True,fpylll,,0.0976100399984716,,
14,0.2,40,1040,,0.9964285714285714,0.975,39,,True,fpylll,,0.0914632310013985,,
8,0.0,40,1041,,1.0,1.0,40,,False,fpylll,,0.0895528599994577,,
10,0.0,40,1041,,1.0,1.0,40,,True,fpylll,,0.0922535640002024,,
12,0.0,40,1041,,1.0,1.0,40,,True,fpylll,,0.097859662000701,,
14,0.0,40,1041,,1.0,1.0,40,,True,fpylll,,0.0891504970004462,,
8,0.05,40,1041,,1.0,1.0,40,,False,fpylll,,0.0900414389998331,,
10,0.05,40,1041,,1.0,1.0,40,,True,fpylll,,0.0972399660004157,,
12,0.05,40,1041,,1.0,1.0,40,,True,fpylll,,0.1004200120005407,,
14,0.05,40,1041,,1.0,1.0,40,,True,fpylll,,0.099212738999995,,
8,0.1,40,1041,,1.0,1.0,40,,False,fpylll,,0.1116823020001902,,
10,0.1,40,1041,,1.0,1.0,40,,True,fpylll,,0.1000508140004967,,
12,0.1,40,1041,,1.0,1.0,40,,True,fpylll,,0.0952320880005572,,
14,0.1,40,1041,,1.0,1.0,40,,True,fpylll,,0.0989786030004324,,
8,0.15,40,1041,,1.0,1.0,40,,False,fpylll,,0.0928077119988302,,
10,0.15,40,1041,,1.0,1.0,40,,True,fpylll,,0.099221482001667,,
12,0.15,40,1041,,1.0,1.0,40,,True,fpylll,,0.0989116500004456,,
14,0.15,40,1041,,1.0,1.0,40,,True,fpylll,,0.102059138000186,,
8,0.2,40,1041,,0.9875,0.95,38,,False,fpylll,,0.0942979880001075,,
10,0.2,40,1041,,0.99,0.95,38,,True,fpylll,,0.0934536719996685,,
12,0.2,40,1041,,0.9916666666666668,0.95,38,,True,fpylll,,0.0991016410007432,,
14,0.2,40,1041,,0.9928571428571428,0.95,38,,True,fpylll,,0.0947707930008618,,
8,0.0,40,1042,,1.0,1.0,40,,False,fpylll,,0.0984091150003223,,
10,0.0,40,1042,,1.0,1.0,40,,True,fpylll,,0.1977053499995236,,
12,0.0,40,1042,,1.0,1.0,40,,True,fpylll,,0.0858044529995822,,
14,0.0,40,1042,,1.0,1.0,40,,True,fpylll,,0.0926274220000777,,
8,0.05,40,1042,,1.0,1.0,40,,False,fpylll,,0.082922277999387,,
10,0.05,40,1042,,1.0,1.0,40,,True,fpylll,,0.0827429510009096,,
12,0.05,40,1042,,1.0,1.0,40,,True,fpylll,,0.0862251899998227,,
14,0.05,40,1042,,1.0,1.0,40,,True,fpylll,,0.0936064599991368,,
8,0.1,40,1042,,1.0,1.0,40,,False,fpylll,,0.0941277950005314,,
10,0.1,40,1042,,1.0,1.0,40,,True,fpylll,,0.0933958550012903,,
12,0.1,40,1042,,1.0,1.0,40,,True,fpylll,,0.1003183920001902,,
14,0.1,40,1042,,1.0,1.0,40,,True,fpylll,,0.0907324199997674,,
8,0.15,40,1042,,1.0,1.0,40,,False,fpylll,,0.0950134439990506,,
10,0.15,40,1042,,1.0,1.0,40,,True,fpylll,,0.0959266900008515,,
12,0.15,40,1042,,1.0,1.0,40,,True,fpylll,,0.0973180509990925,,
14,0.15,40,1042,,1.0,1.0,40,,True,fpylll,,0.0919100329992943,,
8,0.2,40,1042,,0.990625,0.95,38,,False,fpylll,,0.0895534939991193,,
10,0.2,40,1042,,0.99,0.95,38,,True,fpylll,,0.096176959999866,,
12,0.2,40,1042,,0.9854166666666668,0.875,35,,True,fpylll,,0.0927580070001568,,
14,0.2,40,1042,,0.9803571428571428,0.85,34,,True,fpylll,,0.0939892569986113,,
8,0.0,40,1043,,1.0,1.0,40,,False,fpylll,,0.1017156060006527,,
10,0.0,40,1043,,1.0,1.0,40,,True,fpylll,,0.0942985900001076,,
12,0.0,40,1043,,1.0,1.0,40,,True,fpylll,,0.0984257250001974,,
14,0.0,40,1043,,1.0,1.0,40,,True,fpylll,,0.1155382080014533,,
8,0.05,40,1043,,1.0,1.0,40,,False,fpylll,,0.0926549409996368,,
10,0.05,40,1043,,1.0,1.0,40,,True,fpylll,,0.0948299489991768,,
12,0.05,40,1043,,1.0,1.0,40,,True,fpylll,,0.0983855690010386,,
14,0.05,40,1043,,1.0,1.0,40,,True,fpylll,,0.094598383999255,,
8,0.1,40,1043,,1.0,1.0,40,,False,fpylll,,0.092133558999194,,
10,0.1,40,1043,,1.0,1.0,40,,True,fpylll,,0.0970351020005182,,
12,0.1,40,1043,,1.0,1.0,40,,True,fpylll,,0.0953003289996559,,
14,0.1,40,1043,,1.0,1.0,40,,True,fpylll,,0.1030226620005123,,
8,0.15,40,1043,,1.0,1.0,40,,False,fpylll,,0.0909187750003184,,
10,0.15,40,1043,,1.0,1.0,40,,True,fpylll,,0.095960364998973,,
12,0.15,40,1043,,1.0,1.0,40,,True,fpylll,,0.1020943240000633,,
14,0.15,40,1043,,1.0,1.0,40,,True,fpylll,,0.0963370659992506,,
8,0.2,40,1043,,0.984375,0.925,37,,False,fpylll,,0.0907445820012071,,
10,0.2,40,1043,,0.985,0.925,37,,True,fpylll,,0.0991069540013995,,
12,0.2,40,1043,,0.9875,0.925,37,,True,fpylll,,0.1026115020013094,,
14,0.2,40,1043,,0.9875,0.9,36,,True,fpylll,,0.0960760959987965,,
8,0.0,40,1044,,1.0,1.0,40,,False,fpylll,,0.0903192080004373,,
10,0.0,40,1044,,1.0,1.0,40,,True,fpylll,,0.1256547280008817,,
12,0.0,40,1044,,1.0,1.0,40,,True,fpylll,,0.1001852779991168,,
14,0.0,40,1044,,1.0,1.0,40,,True,fpylll,,0.0995034399984433,,
8,0.05,40,1044,,1.0,1.0,40,,False,fpylll,,0.0895984419985325,,
10,0.05,40,1044,,1.0,1.0,40,,True,fpylll,,0.0987635080000473,,
12,0.05,40,1044,,1.0,1.0,40,,True,fpylll,,0.0944932660004269,,
14,0.05,40,1044,,1.0,1.0,40,,True,fpylll,,0.0941266029985854,,
8,0.1,40,1044,,1.0,1.0,40,,False,fpylll,,0.0954456489998847,,
10,0.1,40,1044,,1.0,1.0,40,,True,fpylll,,0.0976647749994299,,
12,0.1,40,1044,,1.0,1.0,40,,True,fpylll,,0.122915000998546,,
14,0.1,40,1044,,1.0,1.0,40,,True,fpylll,,0.0914979059998586,,
8,0.15,40,1044,,1.0,1.0,40,,False,fpylll,,0.0906858639991696,,
10,0.15,40,1044,,1.0,1.0,40,,True,fpylll,,0.0935568040004,,
12,0.15,40,1044,,1.0,1.0,40,,True,fpylll,,0.096257675999368,,
14,0.15,40,1044,,1.0,1.0,40,,True,fpylll,,0.0983986410010402,,
8,0.2,40,1044,,0.99375,0.975,39,,False,fpylll,,0.091535121000561,,
10,0.2,40,1044,,0.99,0.95,38,,True,fpylll,,0.0969819050005753,,
12,0.2,40,1044,,0.9895833333333334,0.925,37,,True,fpylll,,0.2427327169989439,,
14,0.2,40,1044,,0.9892857142857144,0.925,37,,True,fpylll,,0.1020854059988778,,
8,0.0,40,1045,,1.0,1.0,40,,False,fpylll,,0.097293365999576,,
10,0.0,40,1045,,1.0,1.0,40,,True,fpylll,,0.0938207079998392,,
12,0.0,40,1045,,1.0,1.0,40,,True,fpylll,,0.09918432700033,,
14,0.0,40,1045,,1.0,1.0,40,,True,fpylll,,0.0965607500002079,,
8,0.05,40,1045,,1.0,1.0,40,,False,fpylll,,0.0888788599986583,,
10,0.05,40,1045,,1.0,1.0,40,,True,fpylll,,0.0936628069994185,,
12,0.05,40,1045,,1.0,1.0,40,,True,fpylll,,0.0944400309999764,,
14,0.05,40,1045,,1.0,1.0,40,,True,fpylll,,0.0953928290000476,,
8,0.1,40,1045,,1.0,1.0,40,,False,fpylll,,0.0897118220000265,,
10,0.1,40,1045,,1.0,1.0,40,,True,fpylll,,0.111414610999418,,
12,0.1,40,1045,,1.0,1.0,40,,True,fpylll,,0.095227967000028,,
14,0.1,40,1045,,1.0,1.0,40,,True,fpylll,,0.0968171420008729,,
8,0.15,40,1045,,1.0,1.0,40,,False,fpylll,,0.0886490320008306,,
10,0.15,40,1045,,1.0,1.0,40,,True,fpylll,,0.0902204270005313,,
12,0.15,40,1045,,1.0,1.0,40,,True,fpylll,,0.0981827220002742,,
14,0.15,40,1045,,1.0,1.0,40,,True,fpylll,,0.107716962998893,,
8,0.2,40,1045,,1.0,1.0,40,,False,fpylll,,0.0870136339999589,,
10,0.2,40,1045,,0.9975,0.975,39,,True,fpylll,,0.1041884459991706,,
12,0.2,40,1045,,0.9916666666666668,0.95,38,,True,fpylll,,0.0962411550008255,,
14,0.2,40,1045,,0.9892857142857144,0.925,37,,True,fpylll,,0.095379797001442,,
8,0.0,40,1046,,1.0,1.0,40,,False,fpylll,,0.0891529450000234,,
10,0.0,40,1046,,1.0,1.0,40,,True,fpylll,,0.0933137399988481,,
12,0.0,40,1046,,1.0,1.0,40,,True,fpylll,,0.0923104739995324,,
14,0.0,40,1046,,1.0,1.0,40,,True,fpylll,,0.0949119530014286,,
8,0.05,40,1046,,1.0,1.0,40,,False,fpylll,,0.0993134780001128,,
10,0.05,40,1046,,1.0,1.0,40,,True,fpylll,,0.1036992520002968,,
12,0.05,40,1046,,1.0,1.0,40,,True,fpylll,,0.0907716649999201,,
14,0.05,40,1046,,1.0,1.0,40,,True,fpylll,,0.0909194239993667,,
8,0.1,40,1046,,1.0,1.0,40,,False,fpylll,,0.092559553000683,,
10,0.1,40,1046,,1.0,1.0,40,,True,fpylll,,0.0938975480003136,,
12,0.1,40,1046,,1.0,1.0,40,,True,fpylll,,0.096208757999193,,
14,0.1,40,1046,,1.0,1.0,40,,True,fpylll,,0.0999817890005942,,
8,0.15,40,1046,,1.0,1.0,40,,False,fpylll,,0.0912950209985865,,
10,0.15,40,1046,,1.0,1.0,40,,True,fpylll,,0.1003240970003389,,
12,0.15,40,1046,,1.0,1.0,40,,True,fpylll,,0.0964561460004915,,
14,0.15,40,1046,,1.0,1.0,40,,True,fpylll,,0.0943397600003663,,
8,0.2,40,1046,,0.978125,0.9,36,,False,fpylll,,0.0977305910000723,,
10,0.2,40,1046,,0.975,0.875,35,,True,fpylll,,0.0952867579999292,,
12,0.2,40,1046,,0.9791666666666666,0.875,35,,True,fpylll,,0.0989117730005091,,
14,0.2,40,1046,,0.9821428571428572,0.875,35,,True,fpylll,,0.0935945279998122,,
8,0.0,40,1047,,1.0,1.0,40,,False,fpylll,,0.0938775670001632,,
10,0.0,40,1047,,1.0,1.0,40,,True,fpylll,,0.0966100019995792,,
12,0.0,40,1047,,1.0,1.0,40,,True,fpylll,,0.0952633870001591,,
14,0.0,40,1047,,1.0,1.0,40,,True,fpylll,,0.0908431309999286,,
8,0.05,40,1047,,1.0,1.0,40,,False,fpylll,,0.0956725939995521,,
10,0.05,40,1047,,1.0,1.0,40,,True,fpylll,,0.0972893460002524,,
12,0.05,40,1047,,1.0,1.0,40,,True,fpylll,,0.1038227989993174,,
14,0.05,40,1047,,1.0,1.0,40,,True,fpylll,,0.0970995690004201,,
8,0.1,40,1047,,1.0,1.0,40,,False,fpylll,,0.1045289550002053,,
10,0.1,40,1047,,1.0,1.0,40,,True,fpylll,,0.0960421250001672,,
12,0.1,40,1047,,1.0,1.0,40,,True,fpylll,,0.0961264830002619,,
14,0.1,40,1047,,1.0,1.0,40,,True,fpylll,,0.0910644289997435,,
8,0.15,40,1047,,1.0,1.0,40,,False,fpylll,,0.1274218900016421,,
10,0.15,40,1047,,1.0,1.0,40,,True,fpylll,,0.090680548999444,,
12,0.15,40,1047,,1.0,1.0,40,,True,fpylll,,0.0979891049992147,,
14,0.15,40,1047,,1.0,1.0,40,,True,fpylll,,0.0903473520011175,,
8,0.2,40,1047,,0.975,0.9,36,,False,fpylll,,0.0963633819992537,,
10,0.2,40,1047,,0.9775,0.875,35,,True,fpylll,,0.0919890530003613,,
12,0.2,40,1047,,0.9791666666666666,0.85,34,,True,fpylll,,0.0923166689990466,,
14,0.2,40,1047,,0.9785714285714284,0.85,34,,True,fpylll,,0.0915672610008186,,
8,0.0,40,1048,,1.0,1.0,40,,False,fpylll,,0.1010764879993075,,
10,0.0,40,1048,,1.0,1.0,40,,True,fpylll,,0.0926202190003095,,
12,0.0,40,1048,,1.0,1.0,40,,True,fpylll,,0.0970659679987875,,
