leaked_bits,sigma,m,seed,epochs,cnn_test_bit_accuracy,cnn_test_prefix_accuracy,cnn_test_exact_prefixes,oracle_hnp_key_recovered,cnn_hnp_key_recovered,hnp_backend,oracle_hnp_runtime_seconds,cnn_hnp_runtime_seconds,oracle_hnp_error,cnn_hnp_error
8,0.15,40,1015,,1.0,1.0,40,,False,fpylll,,0.095409921999817,,
10,0.15,40,1015,,1.0,1.0,40,,True,fpylll,,0.5028370019999784,,
12,0.15,40,1015,,1.0,1.0,40,,True,fpylll,,0.3621530050004367,,
14,0.15,40,1015,,1.0,1.0,40,,True,fpylll,,0.1080179529999441,,
8,0.2,40,1015,,1.0,1.0,40,,False,fpylll,,0.1073842509995302,,
10,0.2,40,1015,,0.995,0.95,38,,True,fpylll,,0.1185813479996795,,
12,0.2,40,1015,,0.9916666666666668,0.95,38,,True,fpylll,,0.9615738920001604,,
14,0.2,40,1015,,0.9928571428571428,0.95,38,,True,fpylll,,0.3267184719998113,,
8,0.0,40,1016,,1.0,1.0,40,,False,fpylll,,0.1167119820001971,,
10,0.0,40,1016,,1.0,1.0,40,,True,fpylll,,0.9096496430001936,,
12,0.0,40,1016,,1.0,1.0,40,,True,fpylll,,0.1112048220002179,,
14,0.0,40,1016,,1.0,1.0,40,,True,fpylll,,0.1232640620000893,,
8,0.05,40,1016,,1.0,1.0,40,,False,fpylll,,0.1356233220003559,,
10,0.05,40,1016,,1.0,1.0,40,,True,fpylll,,0.1226562070005456,,
12,0.05,40,1016,,1.0,1.0,40,,True,fpylll,,0.1271921349998592,,
14,0.05,40,1016,,1.0,1.0,40,,True,fpylll,,0.1261867419998452,,
8,0.1,40,1016,,1.0,1.0,40,,False,fpylll,,0.6973098990001745,,
10,0.1,40,1016,,1.0,1.0,40,,True,fpylll,,0.1179216810005527,,
12,0.1,40,1016,,1.0,1.0,40,,True,fpylll,,0.1133304750001116,,
14,0.1,40,1016,,1.0,1.0,40,,True,fpylll,,0.1728239200001553,,
8,0.15,40,1016,,1.0,1.0,40,,False,fpylll,,0.240486552999755,,
10,0.15,40,1016,,1.0,1.0,40,,True,fpylll,,0.1166730639997695,,
12,0.15,40,1016,,1.0,1.0,40,,True,fpylll,,0.1160368330001802,,
14,0.15,40,1016,,1.0,1.0,40,,True,fpylll,,0.1236641000004965,,
8,0.2,40,1016,,1.0,1.0,40,,False,fpylll,,0.148335634000432,,
10,0.2,40,1016,,1.0,1.0,40,,True,fpylll,,0.1423846919997231,,
12,0.2,40,1016,,1.0,1.0,40,,True,fpylll,,0.1334764140001425,,
14,0.2,40,1016,,0.9982142857142856,0.975,39,,True,fpylll,,0.1141854000006787,,
8,0.0,40,1017,,1.0,1.0,40,,False,fpylll,,0.1276813920003405,,
10,0.0,40,1017,,1.0,1.0,40,,True,fpylll,,0.1902075790003436,,
12,0.0,40,1017,,1.0,1.0,40,,True,fpylll,,0.127610363999338,,
14,0.0,40,1017,,1.0,1.0,40,,True,fpylll,,0.1618121250003241,,
8,0.05,40,1017,,1.0,1.0,40,,False,fpylll,,0.1404655010001079,,
10,0.05,40,1017,,1.0,1.0,40,,True,fpylll,,0.1359612819996982,,
12,0.05,40,1017,,1.0,1.0,40,,True,fpylll,,0.215926980000404,,
14,0.05,40,1017,,1.0,1.0,40,,True,fpylll,,0.2448752290001721,,
8,0.1,40,1017,,1.0,1.0,40,,False,fpylll,,0.120456589999776,,
10,0.1,40,1017,,1.0,1.0,40,,True,fpylll,,0.1252620480008772,,
12,0.1,40,1017,,1.0,1.0,40,,True,fpylll,,0.1187058409996097,,
14,0.1,40,1017,,1.0,1.0,40,,True,fpylll,,0.1377723619998505,,
8,0.15,40,1017,,1.0,1.0,40,,False,fpylll,,0.1055424510004741,,
10,0.15,40,1017,,1.0,1.0,40,,True,fpylll,,0.1376935850003064,,
12,0.15,40,1017,,1.0,1.0,40,,True,fpylll,,0.1040300799995748,,
14,0.15,40,1017,,1.0,1.0,40,,True,fpylll,,0.0933662670004196,,
8,0.2,40,1017,,0.99375,0.975,39,,False,fpylll,,0.0913226689999646,,
10,0.2,40,1017,,0.9925,0.95,38,,True,fpylll,,0.0954581799996958,,
12,0.2,40,1017,,0.99375,0.95,38,,True,fpylll,,0.1278229529998498,,
14,0.2,40,1017,,0.9928571428571428,0.95,38,,True,fpylll,,0.0965769510003156,,
8,0.0,40,1018,,1.0,1.0,40,,False,fpylll,,2.5406527759996607,,
10,0.0,40,1018,,1.0,1.0,40,,True,fpylll,,0.099765837000632,,
12,0.0,40,1018,,1.0,1.0,40,,True,fpylll,,0.2348664729997835,,
14,0.0,40,1018,,1.0,1.0,40,,True,fpylll,,0.2509006800000861,,
8,0.05,40,1018,,1.0,1.0,40,,False,fpylll,,0.1082140889993752,,
10,0.05,40,1018,,1.0,1.0,40,,True,fpylll,,0.142195334000462,,
12,0.05,40,1018,,1.0,1.0,40,,True,fpylll,,0.1446663930000795,,
14,0.05,40,1018,,1.0,1.0,40,,True,fpylll,,0.0907180309995965,,
8,0.1,40,1018,,1.0,1.0,40,,False,fpylll,,0.1286905119995935,,
10,0.1,40,1018,,1.0,1.0,40,,True,fpylll,,0.1006741150004018,,
12,0.1,40,1018,,1.0,1.0,40,,True,fpylll,,0.0905396629996175,,
14,0.1,40,1018,,1.0,1.0,40,,True,fpylll,,0.0916864480004733,,
8,0.15,40,1018,,1.0,1.0,40,,False,fpylll,,0.0899618670000563,,
10,0.15,40,1018,,1.0,1.0,40,,True,fpylll,,0.0907642210004269,,
12,0.15,40,1018,,1.0,1.0,40,,True,fpylll,,0.0925259559999176,,
14,0.15,40,1018,,1.0,1.0,40,,True,fpylll,,0.4302633750003224,,
8,0.2,40,1018,,0.978125,0.9,36,,False,fpylll,,0.2041222859998015,,
10,0.2,40,1018,,0.9775,0.875,35,,True,fpylll,,0.1297526359994663,,
12,0.2,40,1018,,0.9791666666666666,0.875,35,,True,fpylll,,0.1398188540006231,,
14,0.2,40,1018,,0.9821428571428572,0.875,35,,True,fpylll,,0.0952282409998588,,
8,0.0,40,1019,,1.0,1.0,40,,False,fpylll,,0.0927319720003652,,
10,0.0,40,1019,,1.0,1.0,40,,True,fpylll,,0.1031183510003757,,
12,0.0,40,1019,,1.0,1.0,40,,True,fpylll,,0.106631135000498,,
14,0.0,40,1019,,1.0,1.0,40,,True,fpylll,,0.0996867280000515,,
8,0.05,40,1019,,1.0,1.0,40,,False,fpylll,,0.0984460390000094,,
10,0.05,40,1019,,1.0,1.0,40,,True,fpylll,,0.0968059900005755,,
12,0.05,40,1019,,1.0,1.0,40,,True,fpylll,,0.0971121519996813,,
14,0.05,40,1019,,1.0,1.0,40,,True,fpylll,,0.098948885000027,,
8,0.1,40,1019,,1.0,1.0,40,,False,fpylll,,0.0986407829996096,,
10,0.1,40,1019,,1.0,1.0,40,,True,fpylll,,0.1004332649999923,,
12,0.1,40,1019,,1.0,1.0,40,,True,fpylll,,0.1240965690003577,,
14,0.1,40,1019,,1.0,1.0,40,,True,fpylll,,0.0954527060002874,,
8,0.15,40,1019,,0.9875,0.95,38,,False,fpylll,,0.0992659859994091,,
10,0.15,40,1019,,0.99,0.95,38,,True,fpylll,,0.0995957349996388,,
12,0.15,40,1019,,0.9916666666666668,0.95,38,,True,fpylll,,0.0962631889997283,,
14,0.15,40,1019,,0.9928571428571428,0.95,38,,True,fpylll,,0.1041400739995879,,
8,0.2,40,1019,,0.971875,0.875,35,,False,fpylll,,0.157839435999449,,
10,0.2,40,1019,,0.9775,0.875,35,,True,fpylll,,0.0973584710000068,,
12,0.2,40,1019,,0.9791666666666666,0.875,35,,True,fpylll,,0.1124352700007875,,
14,0.2,40,1019,,0.9821428571428572,0.875,35,,True,fpylll,,0.0926362169993808,,
8,0.0,40,1020,,1.0,1.0,40,,False,fpylll,,0.0917324310003095,,
10,0.0,40,1020,,1.0,1.0,40,,True,fpylll,,0.0959213859996452,,
12,0.0,40,1020,,1.0,1.0,40,,True,fpylll,,0.0986124129995005,,
14,0.0,40,1020,,1.0,1.0,40,,True,fpylll,,0.0987045159999979,,
8,0.05,40,1020,,1.0,1.0,40,,False,fpylll,,0.1256772110000383,,
10,0.05,40,1020,,1.0,1.0,40,,True,fpylll,,0.0976567750003596,,
12,0.05,40,1020,,1.0,1.0,40,,True,fpylll,,0.1219517039999118,,
14,0.05,40,1020,,1.0,1.0,40,,True,fpylll,,0.1212939809993258,,
8,0.1,40,1020,,1.0,1.0,40,,False,fpylll,,0.098593271000027,,
10,0.1,40,1020,,1.0,1.0,40,,True,fpylll,,0.1057473840000966,,
12,0.1,40,1020,,1.0,1.0,40,,True,fpylll,,0.1315376939992347,,
14,0.1,40,1020,,1.0,1.0,40,,True,fpylll,,0.107832053000493,,
8,0.15,40,1020,,1.0,1.0,40,,False,fpylll,,0.0930929539999851,,
10,0.15,40,1020,,1.0,1.0,40,,True,fpylll,,0.0969149160000597,,
12,0.15,40,1020,,0.9979166666666668,0.975,39,,True,fpylll,,0.1321979619997364,,
14,0.15,40,1020,,0.9982142857142856,0.975,39,,True,fpylll,,0.1178150859996094,,
8,0.2,40,1020,,0.99375,0.975,39,,False,fpylll,,0.1393431040014547,,
10,0.2,40,1020,,0.995,0.975,39,,True,fpylll,,0.0963450640010705,,
12,0.2,40,1020,,0.99375,0.95,38,,True,fpylll,,0.2230009590002737,,
14,0.2,40,1020,,0.9928571428571428,0.925,37,,True,fpylll,,0.0915300749984453,,
8,0.0,40,1021,,1.0,1.0,40,,False,fpylll,,0.105344061001233,,
10,0.0,40,1021,,1.0,1.0,40,,True,fpylll,,0.104130272000475,,
12,0.0,40,1021,,1.0,1.0,40,,True,fpylll,,0.1235958890010806,,
14,0.0,40,1021,,1.0,1.0,40,,True,fpylll,,0.1218465000001742,,
8,0.05,40,1021,,1.0,1.0,40,,False,fpylll,,0.1291929910003091,,
10,0.05,40,1021,,1.0,1.0,40,,True,fpylll,,0.1245072379988414,,
12,0.05,40,1021,,1.0,1.0,40,,True,fpylll,,0.1021846109997568,,
14,0.05,40,1021,,1.0,1.0,40,,True,fpylll,,0.0980602470008307,,
8,0.1,40,1021,,1.0,1.0,40,,False,fpylll,,0.1031239029998687,,
10,0.1,40,1021,,1.0,1.0,40,,True,fpylll,,0.0979477330001827,,
12,0.1,40,1021,,1.0,1.0,40,,True,fpylll,,0.1154587649998575,,
14,0.1,40,1021,,1.0,1.0,40,,True,fpylll,,0.1111882799996237,,
8,0.15,40,1021,,1.0,1.0,40,,False,fpylll,,0.094973912999194,,
10,0.15,40,1021,,1.0,1.0,40,,True,fpylll,,0.1162751689989818,,
12,0.15,40,1021,,1.0,1.0,40,,True,fpylll,,0.1109802769988164,,
14,0.15,40,1021,,1.0,1.0,40,,True,fpylll,,0.1033762589995603,,
8,0.2,40,1021,,0.984375,0.925,37,,False,fpylll,,0.1010543359989242,,
10,0.2,40,1021,,0.985,0.925,37,,True,fpylll,,0.1303728389993921,,
12,0.2,40,1021,,0.9875,0.925,37,,True,fpylll,,0.1080022559999633,,
14,0.2,40,1021,,0.9892857142857144,0.925,37,,True,fpylll,,0.1360803449988452,,
8,0.0,40,1022,,1.0,1.0,40,,False,fpylll,,0.6332709429989336,,
10,0.0,40,1022,,1.0,1.0,40,,True,fpylll,,0.1327254579991859,,
12,0.0,40,1022,,1.0,1.0,40,,True,fpylll,,0.1258257019999291,,
14,0.0,40,1022,,1.0,1.0,40,,True,fpylll,,0.1222565640000539,,
8,0.05,40,1022,,1.0,1.0,40,,False,fpylll,,0.1242630460001237,,
10,0.05,40,1022,,1.0,1.0,40,,True,fpylll,,0.1116857290016923,,
12,0.05,40,1022,,1.0,1.0,40,,True,fpylll,,0.1226651879987912,,
14,0.05,40,1022,,1.0,1.0,40,,True,fpylll,,0.1327238550002221,,
8,0.1,40,1022,,1.0,1.0,40,,False,fpylll,,0.1352489839991904,,
10,0.1,40,1022,,1.0,1.0,40,,True,fpylll,,0.1594900370000687,,
12,0.1,40,1022,,1.0,1.0,40,,True,fpylll,,0.1403169479999633,,
14,0.1,40,1022,,1.0,1.0,40,,True,fpylll,,0.1488366760004282,,
8,0.15,40,1022,,1.0,1.0,40,,False,fpylll,,0.5398156079991168,,
10,0.15,40,1022,,0.995,0.95,38,,True,fpylll,,0.0952375340002618,,
12,0.15,40,1022,,0.9916666666666668,0.95,38,,True,fpylll,,0.0945822430003318,,
14,0.15,40,1022,,0.9928571428571428,0.95,38,,True,fpylll,,0.1024474210007611,,
8,0.2,40,1022,,0.9875,0.95,38,,False,fpylll,,0.0926233779991889,,
10,0.2,40,1022,,0.985,0.9,36,,True,fpylll,,0.0993770180011779,,
12,0.2,40,1022,,0.9791666666666666,0.875,35,,True,fpylll,,0.0937185200000385,,
14,0.2,40,1022,,0.9821428571428572,0.875,35,,True,fpylll,,0.101914515998942,,
8,0.0,40,1023,,1.0,1.0,40,,False,fpylll,,0.1628052750002098,,
10,0.0,40,1023,,1.0,1.0,40,,True,fpylll,,0.1451429709995864,,
12,0.0,40,1023,,1.0,1.0,40,,True,fpylll,,0.0945046600008936,,
14,0.0,40,1023,,1.0,1.0,40,,True,fpylll,,0.0983433719993627,,
8,0.05,40,1023,,1.0,1.0,40,,False,fpylll,,0.1138884150004742,,
10,0.05,40,1023,,1.0,1.0,40,,True,fpylll,,0.0973122199993667,,
12,0.05,40,1023,,1.0,1.0,40,,True,fpylll,,0.0949864750000415,,
14,0.05,40,1023,,1.0,1.0,40,,True,fpylll,,0.3052216189989849,,
8,0.1,40,1023,,1.0,1.0,40,,False,fpylll,,0.1173436610006319,,
10,0.1,40,1023,,1.0,1.0,40,,True,fpylll,,0.10116268999991,,
12,0.1,40,1023,,1.0,1.0,40,,True,fpylll,,0.098339580999891,,
14,0.1,40,1023,,1.0,1.0,40,,True,fpylll,,0.0936858119985117,,
8,0.15,40,1023,,1.0,1.0,40,,False,fpylll,,0.0980234790004033,,
10,0.15,40,1023,,1.0,1.0,40,,True,fpylll,,0.1086814360005519,,
12,0.15,40,1023,,1.0,1.0,40,,True,fpylll,,0.0972819459984748,,
14,0.15,40,1023,,1.0,1.0,40,,True,fpylll,,0.1055437100003473,,
8,0.2,40,1023,,1.0,1.0,40,,False,fpylll,,0.0971781560001545,,
10,0.2,40,1023,,1.0,1.0,40,,True,fpylll,,0.0981210259997169,,
12,0.2,40,1023,,1.0,1.0,40,,True,fpylll,,0.1034037520003039,,
14,0.2,40,1023,,0.9982142857142856,0.975,39,,True,fpylll,,0.0961436180004966,,
8,0.0,40,1024,,1.0,1.0,40,,False,fpylll,,0.1131728909986122,,
10,0.0,40,1024,,1.0,1.0,40,,True,fpylll,,0.259432888999072,,
12,0.0,40,1024,,1.0,1.0,40,,True,fpylll,,0.1480664770006114,,
14,0.0,40,1024,,1.0,1.0,40,,True,fpylll,,0.2369876369994017,,
8,0.05,40,1024,,1.0,1.0,40,,False,fpylll,,0.0985428530002536,,
10,0.05,40,1024,,1.0,1.0,40,,True,fpylll,,0.106509597000695,,
12,0.05,40,1024,,1.0,1.0,40,,True,fpylll,,0.0926749110003584,,
14,0.05,40,1024,,1.0,1.0,40,,True,fpylll,,0.1227252859989675,,
8,0.1,40,1024,,1.0,1.0,40,,False,fpylll,,0.1924220389992115,,
10,0.1,40,1024,,1.0,1.0,40,,True,fpylll,,0.0964036290006333,,
12,0.1,40,1024,,1.0,1.0,40,,True,fpylll,,0.0978842709992022,,
14,0.1,40,1024,,1.0,1.0,40,,True,fpylll,,0.102149577000091,,
8,0.15,40,1024,,1.0,1.0,40,,False,fpylll,,0.0915992070003994,,
10,0.15,40,1024,,1.0,1.0,40,,True,fpylll,,0.0940784329995949,,
12,0.15,40,1024,,1.0,1.0,40,,True,fpylll,,0.1292396389999339,,
14,0.15,40,1024,,1.0,1.0,40,,True,fpylll,,0.0977332400016166,,
8,0.2,40,1024,,0.99375,0.975,39,,False,fpylll,,0.0965502019989799,,
10,0.2,40,1024,,0.995,0.975,39,,True,fpylll,,0.0958794559992384,,
12,0.2,40,1024,,0.9958333333333332,0.975,39,,True,fpylll,,0.0911754210010258,,
14,0.2,40,1024,,0.9964285714285714,0.975,39,,True,fpylll,,0.1125019600003724,,
8,0.0,40,1025,,1.0,1.0,40,,False,fpylll,,0.1428331540009821,,
10,0.0,40,1025,,1.0,1.0,40,,True,fpylll,,0.1545078799990733,,
12,0.0,40,1025,,1.0,1.0,40,,True,fpylll,,0.1869614419993013,,
14,0.0,40,1025,,1.0,1.0,40,,True,fpylll,,0.1575140659988392,,
8,0.05,40,1025,,1.0,1.0,40,,False,fpylll,,0.1341330060004111,,
10,0.05,40,1025,,1.0,1.0,40,,True,fpylll,,0.1116658519986231,,
12,0.05,40,1025,,1.0,1.0,40,,True,fpylll,,0.0925262279997696,,
14,0.05,40,1025,,1.0,1.0,40,,True,fpylll,,0.0975758749991655,,
8,0.1,40,1025,,1.0,1.0,40,,False,fpylll,,0.0944527850006125,,
10,0.1,40,1025,,1.0,1.0,40,,True,fpylll,,0.0912878189992625,,
12,0.1,40,1025,,1.0,1.0,40,,True,fpylll,,0.0965473480009677,,
14,0.1,40,1025,,1.0,1.0,40,,True,fpylll,,0.1201428590011346,,
8,0.15,40,1025,,1.0,1.0,40,,False,fpylll,,0.1253712530015036,,
10,0.15,40,1025,,1.0,1.0,40,,True,fpylll,,0.1635108989994478,,
12,0.15,40,1025,,1.0,1.0,40,,True,fpylll,,0.100869693000277,,
14,0.15,40,1025,,1.0,1.0,40,,True,fpylll,,0.0918233950014837,,
8,0.2,40,1025,,1.0,1.0,40,,False,fpylll,,0.0917587660005665,,
10,0.2,40,1025,,0.9975,0.975,39,,True,fpylll,,0.0951458979998278,,
12,0.2,40,1025,,0.9958333333333332,0.975,39,,True,fpylll,,0.1187409229987679,,
14,0.2,40,1025,,0.9964285714285714,0.975,39,,True,fpylll,,0.0965328380007122,,
8,0.0,40,1026,,1.0,1.0,40,,False,fpylll,,0.1172088369985431,,
10,0.0,40,1026,,1.0,1.0,40,,True,fpylll,,0.1021909400005824,,
12,0.0,40,1026,,1.0,1.0,40,,True,fpylll,,0.2085472269991442,,
14,0.0,40,1026,,1.0,1.0,40,,True,fpylll,,0.2444376519997604,,
8,0.05,40,1026,,1.0,1.0,40,,False,fpylll,,0.1044276360007643,,
10,0.05,40,1026,,1.0,1.0,40,,True,fpylll,,0.097281821001161,,
12,0.05,40,1026,,1.0,1.0,40,,True,fpylll,,0.0993120459988858,,
14,0.05,40,1026,,1.0,1.0,40,,True,fpylll,,0.0951671929997246,,
8,0.1,40,1026,,1.0,1.0,40,,False,fpylll,,0.1001012879987683,,
10,0.1,40,1026,,1.0,1.0,40,,True,fpylll,,0.0958898829994723,,
12,0.1,40,1026,,1.0,1.0,40,,True,fpylll,,0.0982729209990793,,
14,0.1,40,1026,,1.0,1.0,40,,True,fpylll,,0.0961236699986329,,
8,0.15,40,1026,,1.0,1.0,40,,False,fpylll,,0.0956684880002285,,
10,0.15,40,1026,,1.0,1.0,40,,True,fpylll,,0.0933671270013292,,
12,0.15,40,1026,,1.0,1.0,40,,True,fpylll,,0.1055123679998359,,
14,0.15,40,1026,,1.0,1.0,40,,True,fpylll,,0.0990220879994012,,
8,0.2,40,1026,,0.99375,0.975,39,,False,fpylll,,0.1054347999997844,,
10,0.2,40,1026,,0.995,0.975,39,,True,fpylll,,0.096498614999291,,
12,0.2,40,1026,,0.9958333333333332,0.975,39,,True,fpylll,,0.0942202690002886,,
14,0.2,40,1026,,0.9964285714285714,0.975,39,,True,fpylll,,0.095027064999158,,
8,0.0,40,1027,,1.0,1.0,40,,False,fpylll,,0.0949917529997037,,
10,0.0,40,1027,,1.0,1.0,40,,True,fpylll,,0.0936918759998661,,
12,0.0,40,1027,,1.0,1.0,40,,True,fpylll,,0.0967795870001282,,
14,0.0,40,1027,,1.0,1.0,40,,True,fpylll,,0.1112801510007557,,
8,0.05,40,1027,,1.0,1.0,40,,False,fpylll,,0.0908340960013447,,
10,0.05,40,1027,,1.0,1.0,40,,True,fpylll,,0.0897439100008341,,
12,0.05,40,1027,,1.0,1.0,40,,True,fpylll,,0.101919380000254,,
14,0.05,40,1027,,1.0,1.0,40,,True,fpylll,,0.0958541840009274,,
8,0.1,40,1027,,1.0,1.0,40,,False,fpylll,,0.1105978560008225,,
10,0.1,40,1027,,1.0,1.0,40,,True,fpylll,,0.1231144260000292,,
12,0.1,40,1027,,1.0,1.0,40,,True,fpylll,,0.0942533889992773,,
14,0.1,40,1027,,1.0,1.0,40,,True,fpylll,,0.0921640619999379,,
8,0.15,40,1027,,1.0,1.0,40,,False,fpylll,,0.109192162999534,,
10,0.15,40,1027,,1.0,1.0,40,,True,fpylll,,0.1421761019992118,,
12,0.15,40,1027,,1.0,1.0,40,,True,fpylll,,0.1317319710014999,,
14,0.15,40,1027,,1.0,1.0,40,,True,fpylll,,0.3051876420013286,,
8,0.2,40,1027,,0.98125,0.925,37,,False,fpylll,,0.1632202910004707,,
10,0.2,40,1027,,0.975,0.875,35,,True,fpylll,,0.2558596819999366,,
12,0.2,40,1027,,0.9770833333333332,0.85,34,,True,fpylll,,0.0960985430010623,,
14,0.2,40,1027,,0.9785714285714284,0.85,34,,True,fpylll,,0.1215939289995731,,
8,0.0,40,1028,,1.0,1.0,40,,False,fpylll,,0.0952932590007549,,
10,0.0,40,1028,,1.0,1.0,40,,True,fpylll,,0.1026573859999189,,
12,0.0,40,1028,,1.0,1.0,40,,True,fpylll,,0.1170735410014458,,
14,0.0,40,1028,,1.0,1.0,40,,True,fpylll,,0.0975643029996717,,
8,0.05,40,1028,,1.0,1.0,40,,False,fpylll,,0.0961210179993941,,
10,0.05,40,1028,,1.0,1.0,40,,True,fpylll,,0.1291370899998583,,
12,0.05,40,1028,,1.0,1.0,40,,True,fpylll,,0.1020266029991034,,
14,0.05,40,1028,,1.0,1.0,40,,True,fpylll,,0.095966283000962,,
8,0.1,40,1028,,1.0,1.0,40,,False,fpylll,,0.0923545990008278,,
10,0.1,40,1028,,1.0,1.0,40,,True,fpylll,,0.0975083009998343,,
12,0.1,40,1028,,1.0,1.0,40,,True,fpylll,,0.0990430649999325,,
14,0.1,40,1028,,1.0,1.0,40,,True,fpylll,,0.097385351999037,,
8,0.15,40,1028,,1.0,1.0,40,,False,fpylll,,0.0915752459986833,,
10,0.15,40,1028,,1.0,1.0,40,,True,fpylll,,0.1140282229989679,,
12,0.15,40,1028,,1.0,1.0,40,,True,fpylll,,0.1159211020003567,,
14,0.15,40,1028,,1.0,1.0,40,,True,fpylll,,0.0928595629993651,,
8,0.2,40,1028,,0.975,0.9,36,,False,fpylll,,0.0980815380007698,,
10,0.2,40,1028,,0.98,0.9,36,,True,fpylll,,0.0971321809993241,,
12,0.2,40,1028,,0.9833333333333332,0.9,36,,True,fpylll,,0.0950572120000288,,
14,0.2,40,1028,,0.9857142857142858,0.9,36,,True,fpylll,,0.1027161830006662,,
8,0.0,40,1029,,1.0,1.0,40,,False,fpylll,,0.0974758850006765,,
10,0.0,40,1029,,1.0,1.0,40,,True,fpylll,,0.1037880060011957,,
12,0.0,40,1029,,1.0,1.0,40,,True,fpylll,,0.0966836950010474,,
14,0.0,40,1029,,1.0,1.0,40,,True,fpylll,,0.0985607380007422,,
8,0.05,40,1029,,1.0,1.0,40,,False,fpylll,,0.0983761250008683,,
10,0.05,40,1029,,1.0,1.0,40,,True,fpylll,,0.1044463990001531,,
12,0.05,40,1029,,1.0,1.0,40,,True,fpylll,,0.1217163059991435,,
14,0.05,40,1029,,1.0,1.0,40,,True,fpylll,,0.0951226699999097,,
8,0.1,40,1029,,1.0,1.0,40,,False,fpylll,,0.1000093350012321,,
10,0.1,40,1029,,1.0,1.0,40,,True,fpylll,,0.1215608759994211,,
12,0.1,40,1029,,1.0,1.0,40,,True,fpylll,,0.0948485040007653,,
14,0.1,40,1029,,1.0,1.0,40,,True,fpylll,,0.0952805870001611,,
8,0.15,40,1029,,1.0,1.0,40,,False,fpylll,,0.1004793569991306,,
10,0.15,40,1029,,1.0,1.0,40,,True,fpylll,,0.0991721640002651,,
12,0.15,40,1029,,1.0,1.0,40,,True,fpylll,,0.0995139730002847,,
14,0.15,40,1029,,1.0,1.0,40,,True,fpylll,,0.0962331610007822,,
8,0.2,40,1029,,0.996875,0.975,39,,False,fpylll,,0.0986418150005192,,
10,0.2,40,1029,,0.995,0.95,38,,True,fpylll,,0.0985258799992152,,
12,0.2,40,1029,,0.9916666666666668,0.95,38,,True,fpylll,,0.0972574219995294,,
14,0.2,40,1029,,0.9892857142857144,0.925,37,,True,fpylll,,0.0896283540005242,,
8,0.0,40,1030,,1.0,1.0,40,,False,fpylll,,0.0989707830012776,,
10,0.0,40,1030,,1.0,1.0,40,,True,fpylll,,0.1004428939995705,,
12,0.0,40,1030,,1.0,1.0,40,,True,fpylll,,0.1049278860009508,,
14,0.0,40,1030,,1.0,1.0,40,,True,fpylll,,0.0993870999991486,,
8,0.05,40,1030,,1.0,1.0,40,,False,fpylll,,0.0930905290006194,,
10,0.05,40,1030,,1.0,1.0,40,,True,fpylll,,0.0954266640001151,,
12,0.05,40,1030,,1.0,1.0,40,,True,fpylll,,0.0897497680016385,,
14,0.05,40,1030,,1.0,1.0,40,,True,fpylll,,0.1000567789997148,,
8,0.1,40,1030,,1.0,1.0,40,,False,fpylll,,0.0996648750005988,,
10,0.1,40,1030,,1.0,1.0,40,,True,fpylll,,0.0986376799992285,,
12,0.1,40,1030,,1.0,1.0,40,,True,fpylll,,0.0941794080008548,,
14,0.1,40,1030,,1.0,1.0,40,,True,fpylll,,0.0936108149999199,,
8,0.15,40,1030,,1.0,1.0,40,,False,fpylll,,0.1007700630016188,,
10,0.15,40,1030,,1.0,1.0,40,,True,fpylll,,0.0950773869990371,,
12,0.15,40,1030,,1.0,1.0,40,,True,fpylll,,0.0965301409996755,,
14,0.15,40,1030,,1.0,1.0,40,,True,fpylll,,0.0957272539999394,,
8,0.2,40,1030,,0.990625,0.95,38,,False,fpylll,,0.0975240490006399,,
10,0.2,40,1030,,0.99,0.95,38,,True,fpylll,,0.1015188080000371,,
12,0.2,40,1030,,0.9875,0.925,37,,True,fpylll,,0.0991784819998429,,
14,0.2,40,1030,,0.9892857142857144,0.925,37,,True,fpylll,,0.0968952450002689,,
8,0.0,40,1031,,1.0,1.0,40,,False,fpylll,,0.0931019879990344,,
10,0.0,40,1031,,1.0,1.0,40,,True,fpylll,,0.0996953030007716,,
12,0.0,40,1031,,1.0,1.0,40,,True,fpylll,,0.0945362889997341,,
14,0.0,40,1031,,1.0,1.0,40,,True,fpylll,,0.1085383589997945,,
8,0.05,40,1031,,1.0,1.0,40,,False,fpylll,,0.0929011129992432,,
10,0.05,40,1031,,1.0,1.0,40,,True,fpylll,,0.0962859629999002,,
12,0.05,40,1031,,1.0,1.0,40,,True,fpylll,,0.0979106570011936,,
14,0.05,40,1031,,1.0,1.0,40,,True,fpylll,,0.1022895500009326,,
8,0.1,40,1031,,1.0,1.0,40,,False,fpylll,,0.0976187050000589,,
10,0.1,40,1031,,1.0,1.0,40,,True,fpylll,,0.1148266300006071,,
12,0.1,40,1031,,1.0,1.0,40,,True,fpylll,,0.0934600410000712,,
14,0.1,40,1031,,1.0,1.0,40,,True,fpylll,,0.2378369329999259,,
8,0.15,40,1031,,0.99375,0.975,39,,False,fpylll,,0.0919615720013098,,
10,0.15,40,1031,,0.995,0.975,39,,True,fpylll,,0.1058157170009508,,
12,0.15,40,1031,,0.9958333333333332,0.975,39,,True,fpylll,,0.0958774270002322,,
14,0.15,40,1031,,0.9964285714285714,0.975,39,,True,fpylll,,0.0954017490003025,,
8,0.2,40,1031,,0.9875,0.95,38,,False,fpylll,,0.094539125000665,,
